show_title,show_slug,service_slug,year,rating,season_count,episode_count,event_count,category_count,tag_set_count
Star Trek: Voyager,star-trek-voyager-3f179,paramount,1995,TV-PG,1,15,385,5,15
Stargate Atlantis,stargate-atlantis-7103f,amazon-prime,2004,TV-PG,1,20,1009,5,20
Starting 5,starting-5-2b9cc,netflix,2024,TV-MA,2,18,1108,4,18
Stay Close,stay-close-e0c2c,netflix,2021,TV-MA,1,8,423,5,8
Steal,steal-2b9c5,amazon-prime,2026,TV-MA,1,6,331,5,6
STEVE! (martin) a documentary in 2 pieces,steve-martin-a-documentary-in-2-pieces-89e00,appletv,2024,TV-MA,1,2,134,5,2
Stick,stick-9bf9b,appletv,2025,TV-MA,1,10,516,5,10
Still Up,still-up-a3393,appletv,2023,TV-14,1,8,279,5,8
Stillwater,stillwater-69ddf,appletv,2020,TV-Y7,2,20,71,3,20
Stranger Things,stranger-things-30ac9,netflix,2016,TV-14,5,42,4374,5,42
Stranger Things: Tales from '85,stranger-things-tales-from-85-c9fc5,netflix,2026,TV-PG,1,10,515,3,10
Stumble,stumble-f8986,peacock,2025,TV-14,1,13,613,5,13
Suburra: Blood on Rome,suburra-blood-on-rome-45622,netflix,2017,TV-MA,1,10,1020,5,10
Sugar,sugar-9c71e,appletv,2024,TV-MA,1,8,469,5,8
Suits,suits-cacaa,netflix,2011,TV-MA,9,134,9958,5,134
Sullivan's Crossing,sullivans-crossing-8ee5a,netflix,2023,TV-PG,3,30,886,5,30
Sunny,sunny-48076,appletv,2024,TV-MA,1,10,590,4,10
Supacell,supacell-60ad3,netflix,2024,TV-MA,1,6,918,5,6
Superstore,superstore-b8d00,peacock,2015,TV-14,2,33,1164,5,33
Surface,surface-76b32,appletv,2022,TV-MA,2,16,890,5,16
Surfside Girls,surfside-girls-d32bb,appletv,2022,TV-G,1,10,61,3,10
Survival of the Thickest,survival-of-the-thickest-6ed8c,netflix,2023,TV-MA,1,8,768,5,8
Surviving Black Hawk Down,surviving-black-hawk-down-9f3e9,netflix,2025,TV-MA,1,3,166,4,3
Surviving Summer,surviving-summer-63d2e,netflix,2022,TV-PG,2,18,736,5,18
Survivor's Remorse,survivors-remorse-0673f,amazon-channels-starz,2014,TV-MA,3,26,2656,5,26
Suspects,suspects-ba661,amazon-channels-pbs,2014,TV-MA,1,5,253,5,5
Suspicion,suspicion-05b37,appletv,2022,TV-MA,1,8,302,4,8
Swagger,swagger-0142a,appletv,2021,TV-14,2,18,864,5,18
Sweet Home,sweet-home-2437b,netflix,2020,TV-MA,3,26,2920,5,26
Sweet Magnolias,sweet-magnolias-d41ca,netflix,2020,TV-14,4,40,1277,5,40
Taken,taken-5de5d,amazon-prime,2017,TV-14,2,26,1183,5,26
Talamasca: The Secret Order,talamasca-the-secret-order-4d32f,amazon-channels-amc,2025,TV-MA,1,6,538,4,6
Tales of the City,tales-of-the-city-714e0,netflix,2019,TV-MA,1,10,1009,5,10
Tales of the Walking Dead,tales-of-the-walking-dead-c0b01,amazon-channels-amc,2022,TV-MA,1,6,462,5,6
Teacup,teacup-a0909,peacock,2024,TV-MA,1,8,531,5,8
ted,ted-c508c,peacock,2024,TV-MA,2,15,2908,5,15
Teen Wolf,teen-wolf-bd89f,amazon-prime,2011,TV-14,6,100,5986,5,100
Teenage Bounty Hunters,teenage-bounty-hunters-a59b4,netflix,2020,TV-MA,1,10,1065,5,10
Tehran,tehran-9de01,appletv,2020,TV-MA,3,24,965,5,24
Terminator Zero,terminator-zero-e86af,netflix,2024,TV-MA,1,8,379,3,8
Territory,territory-dc136,netflix,2024,TV-MA,1,6,609,5,6
Testament,testament-c7d1f,vidangel,2025,TV-PG,1,8,97,4,8
Testament: The Story of Moses,testament-the-story-of-moses-9de3d,netflix,2024,TV-14,1,3,150,4,3
Thai Cave Rescue,thai-cave-rescue-00073,netflix,2022,TV-PG,1,6,113,4,6
That '90s Show,that-90s-show-0a832,netflix,2023,TV-14,2,18,838,5,18
That Night,that-night-23bae,netflix,2026,TV-MA,1,6,341,5,6
The 'Burbs,the-burbs-427ae,peacock,2026,TV-MA,1,8,565,5,8
The Abandons,the-abandons-6a0a8,netflix,2025,TV-MA,1,7,382,5,7
The Accident,the-accident-2674a,netflix,2024,TV-MA,2,16,1715,5,16
The Afterparty,the-afterparty-e72cc,appletv,2022,TV-MA,2,18,1366,5,18
The Agency,the-agency-555ca,paramount,2024,TV-MA,1,10,552,5,10
The Americas,the-americas-56e33,peacock,2025,TV-PG,1,11,263,4,11
The Assassin,the-assassin-11865,amazon-channels-amc,2025,TV-MA,1,6,640,5,6
The Asset,the-asset-5f558,netflix,2025,TV-MA,1,6,337,5,6
The Baby-Sitters Club,the-baby-sitters-club-5920a,netflix,2020,TV-PG,2,18,307,5,18
The Baxters,the-baxters-63749,amazon-prime,2024,TV-14,1,10,142,5,10
The Bay,the-bay-bf4e3,amazon-channels-britbox,2019,TV-14,5,30,1324,5,30
The Better Sister,the-better-sister-59b4f,amazon-prime,2025,TV-14,1,8,907,5,8
The Big Conn,the-big-conn-1b8fd,appletv,2022,TV-MA,1,4,111,4,4
The Big Door Prize,the-big-door-prize-4b306,appletv,2023,TV-MA,2,20,1023,5,20
The Big Show Show,the-big-show-show-44f9e,netflix,2020,TV-G,1,8,203,5,8
The Billion Dollar Code,the-billion-dollar-code-157af,netflix,2021,TV-MA,1,4,153,5,4
The Blacklist,the-blacklist-9e1e7,netflix,2013,TV-14,10,218,8459,5,218
The Boarding School: Las Cumbres,the-boarding-school-las-cumbres-8d796,amazon-prime,2021,TV-MA,1,8,524,5,8
The Bondsman,the-bondsman-9e520,amazon-prime,2025,TV-MA,1,8,607,4,8
The Boss Baby: Back in Business,the-boss-baby-back-in-business-b3df0,netflix,2018,TV-Y7,4,49,1651,5,49
The Boss Baby: Back in the Crib,the-boss-baby-back-in-the-crib-13536,netflix,2022,TV-Y7,1,12,278,4,12
The Boys,the-boys-8fa18,amazon-prime,2019,TV-MA,5,40,9368,5,40
The Boys Presents: Diabolical,the-boys-presents-diabolical-03ac7,amazon-prime,2022,TV-MA,1,8,640,5,8
The Breakthrough,the-breakthrough-50cfa,netflix,2025,TV-14,1,4,50,5,4
The Brothers Sun,the-brothers-sun-f3a06,netflix,2024,TV-MA,1,8,646,5,8
The Buccaneers,the-buccaneers-4f9ce,appletv,2023,TV-14,2,16,1186,5,16
The Calling,the-calling-fd019,peacock,2022,TV-MA,1,8,335,5,8
The Chair,the-chair-260f7,netflix,2021,TV-MA,1,6,242,5,6
The Changeling,the-changeling-85f31,appletv,2023,TV-MA,1,8,533,4,8
The Chestnut Man,the-chestnut-man-0e913,netflix,2021,TV-MA,2,12,445,4,12
The Chosen,the-chosen-02b37,amazon-prime,2019,NR,5,40,626,5,40
The Chosen One,the-chosen-one-2de3d,netflix,2023,TV-MA,1,6,319,5,6
The Clubhouse: A Year with the Red Sox,the-clubhouse-a-year-with-the-red-sox-04405,netflix,2025,TV-MA,1,8,540,4,8
The Completely Made-Up Adventures of Dick Turpin,the-completely-made-up-adventures-of-dick-turpin-d96b2,appletv,2024,TV-14,1,6,244,5,6
The Consultant,the-consultant-1588f,amazon-prime,2023,TV-MA,1,8,397,5,8
The Continental: From the World of John Wick,the-continental-from-the-world-of-john-wick-070fc,peacock,2023,TV-MA,1,3,603,5,3
The Cook of Castamar,the-cook-of-castamar-94ec5,netflix,2021,TV-MA,1,12,679,5,12
The Copenhagen Test,the-copenhagen-test-6ddf2,peacock,2025,TV-MA,1,8,250,5,8
The Count of Monte Cristo,the-count-of-monte-cristo-f473c,amazon-channels-pbs,2025,TV-MA,1,8,240,4,8
The Couple Next Door,the-couple-next-door-79579,amazon-channels-starz,2023,TV-MA,1,6,663,5,6
The Crowded Room,the-crowded-room-f0e15,appletv,2023,TV-MA,1,10,865,5,10
The Crown,the-crown-ef9f9,netflix,2016,TV-MA,6,60,1504,5,60
The Curse,the-curse-7efa6,amazon-channels-paramount,2023,TV-MA,1,10,507,5,10
The Dark Crystal: Age of Resistance,the-dark-crystal-age-of-resistance-1c478,netflix,2019,TV-PG,1,10,476,5,10
The Day of the Jackal,the-day-of-the-jackal-ed8c5,peacock,2024,TV-MA,1,10,507,4,10
The Decameron,the-decameron-9268f,netflix,2024,TV-MA,1,8,813,4,8
The Devil Next Door,the-devil-next-door-65e7e,netflix,2019,TV-MA,1,5,80,4,5
The Devil's Hour,the-devils-hour-f1222,amazon-prime,2022,TV-MA,2,11,562,5,11
The Diamond Heist,the-diamond-heist-5d4af,netflix,2025,TV-MA,1,3,64,3,3
The Diplomat,the-diplomat-cdb52,netflix,2023,TV-MA,3,22,1320,5,22
The Dragon Prince,the-dragon-prince-afcaa,netflix,2018,TV-PG,5,45,976,5,45
The Duchess,the-duchess-d0a90,netflix,2020,TV-MA,1,6,516,5,6
The Durrells,the-durrells-7e63d,amazon-prime,2016,TV-PG,4,26,1251,5,26
The Dynasty: New England Patriots,the-dynasty-new-england-patriots-ed1aa,appletv,2024,TV-MA,1,10,369,5,10
The Empress,the-empress-c429d,netflix,2022,TV-MA,2,12,472,5,12
The Enfield Poltergeist,the-enfield-poltergeist-0af52,appletv,2023,TV-MA,1,4,78,4,4
The English,the-english-0b52e,amazon-prime,2022,TV-MA,1,6,332,4,6
The English Game,the-english-game-8fa23,netflix,2020,TV-14,1,6,200,5,6
The Envoys,the-envoys-ebf5b,amazon,2021,TV-MA,1,8,303,5,8
The Equalizer,the-equalizer-26093,amazon-channels-paramount,2021,TV-14,2,28,1159,5,28
The Essex Serpent,the-essex-serpent-d6e87,appletv,2022,TV-14,1,6,217,5,6
The Eternaut,the-eternaut-36f5d,netflix,2025,TV-MA,1,6,334,4,6
The Expanse,the-expanse-53d7f,amazon-prime,2015,TV-14,6,62,3465,5,62
The Fall,the-fall-fa25d,amazon-prime,2013,TV-MA,3,17,1003,5,17
The Fall and Rise of Reggie Dinkins,the-fall-and-rise-of-reggie-dinkins-99e7b,peacock,2026,TV-14,1,10,527,5,10
The Fall of the House of Usher,the-fall-of-the-house-of-usher-3712c,netflix,2023,TV-MA,1,8,1163,5,8
The Family,the-family-dbe9d,netflix,2019,TV-14,1,5,98,5,5
The Feed,the-feed-5489c,amazon-prime,2019,TV-MA,1,10,914,5,10
The Five Juanas,the-five-juanas-ba33e,netflix,2021,TV-MA,1,18,1170,5,18
The Four Seasons,the-four-seasons-e1a0c,netflix,2025,TV-MA,1,8,575,5,8
The Gardener,the-gardener-55ff7,netflix,2025,TV-MA,1,6,242,5,6
The Gentlemen,the-gentlemen-d0c19,netflix,2024,TV-MA,1,8,859,5,8
The Gift,the-gift-47c52,netflix,2019,TV-MA,3,24,701,4,24
The Girl in the Mirror,the-girl-in-the-mirror-c7a2b,netflix,2022,TV-MA,1,9,344,5,9
The Girlfriend,the-girlfriend-1d53d,amazon-prime,2025,TV-MA,1,6,739,5,6
The Glass Dome,the-glass-dome-43130,netflix,2025,TV-MA,1,6,246,5,6
The Glory,the-glory-c4a98,netflix,2022,TV-MA,1,16,1282,5,16
The Good Cop,the-good-cop-3d532,netflix,2018,TV-14,1,10,442,5,10
The Good Fight,the-good-fight-74d5f,paramount,2017,TV-MA,6,60,3201,5,60
The Good Lord Bird,the-good-lord-bird-f2741,amazon,2020,TV-MA,1,7,445,5,7
The Good Place,the-good-place-5822a,amazon-prime,2016,TV-14,4,50,1579,5,50
The Good Wife,the-good-wife-ca7de,paramount,2009,TV-14,6,134,4836,5,134
The Grand Tour,the-grand-tour-13301,amazon-prime,2016,TV-14,6,46,2880,5,46
The Gray House,the-gray-house-601bb,amazon-prime,2026,TV-MA,1,8,844,4,8
The Great Escapists,the-great-escapists-b2954,amazon-prime,2021,TV-14,1,6,142,5,6
The Haunting of Bly Manor,the-haunting-of-bly-manor-eb32d,netflix,2020,TV-MA,1,9,346,5,9
The Haunting of Hill House,the-haunting-of-hill-house-c59cf,netflix,2018,TV-MA,1,10,706,5,10
The Healing Powers of Dude,the-healing-powers-of-dude-6ea16,netflix,2020,TV-G,1,8,209,5,8
The House of the Spirits,the-house-of-the-spirits-765d6,amazon-prime,2026,TV-MA,1,8,430,5,8
The Hunt,the-hunt-55014,appletv,2026,TV-MA,1,6,594,5,6
The Hunting Party,the-hunting-party-7d874,netflix,2025,TV-14,2,23,1118,5,23
The Hunting Wives,the-hunting-wives-c96fa,netflix,2025,TV-MA,1,8,1236,5,8
The I-Land,the-i-land-d1d11,netflix,2019,TV-MA,1,7,601,4,7
The Imperfects,the-imperfects-d03ba,netflix,2022,TV-MA,1,10,655,5,10
The Innocence Files,the-innocence-files-eaefb,netflix,2020,TV-MA,1,9,376,5,9
The Innocent,the-innocent-d5717,netflix,2021,TV-MA,1,8,929,5,8
The Innocents,the-innocents-11bed,netflix,2018,TV-MA,1,8,341,5,8
The Institute,the-institute-d4b15,amazon-channels-mgm,2025,TV-MA,1,8,581,5,8
The Ipcress File,the-ipcress-file-91a00,amazon-channels-amc,2022,TV-14,1,7,246,5,7
The Irregulars,the-irregulars-3d88b,netflix,2021,TV-14,1,8,582,5,8
The IT Crowd,the-it-crowd-bb23d,amazon-prime,2006,TV-MA,2,12,622,5,12
The Kids in the Hall,the-kids-in-the-hall-8c9b0,amazon-prime,2022,TV-MA,1,8,405,5,8
The Kingdom,the-kingdom-e09a5,netflix,2021,TV-MA,1,8,184,5,8
The Lady's Companion,the-ladys-companion-67d7a,netflix,2025,TV-MA,1,8,260,5,8
The Lake,the-lake-eed05,amazon-prime,2022,TV-MA,1,8,688,5,8
The Last Bus,the-last-bus-9d203,netflix,2022,TV-PG,1,10,265,3,10
The Last Czars,the-last-czars-958f9,netflix,2019,TV-MA,1,6,305,5,6
The Last Days of Ptolemy Grey,the-last-days-of-ptolemy-grey-6305b,appletv,2022,TV-MA,1,6,421,5,6
The Last Frontier,the-last-frontier-43c1e,appletv,2025,TV-MA,1,10,906,4,10
The Last Kingdom,the-last-kingdom-10997,netflix,2015,TV-MA,5,46,2828,5,46
The Last Narc,the-last-narc-0557d,amazon-prime,2020,TV-MA,1,4,148,5,4
The Last Tycoon,the-last-tycoon-586a8,amazon-prime,2017,TV-MA,1,8,339,5,8
The Law According to Lidia Poët,the-law-according-to-lidia-poet-7b066,netflix,2023,TV-MA,3,18,609,5,18
The Legend of El Cid,the-legend-of-el-cid-9c07a,amazon-prime,2020,TV-14,2,10,642,5,10
The Legend of Vox Machina,the-legend-of-vox-machina-551d6,amazon-prime,2022,TV-MA,3,36,2725,4,36
The Leopard,the-leopard-6c23c,netflix,2025,TV-MA,1,6,192,5,6
The Letter for the King,the-letter-for-the-king-2b944,netflix,2020,TV-PG,1,6,323,5,6
The Long Call,the-long-call-a7091,amazon-channels-britbox,2021,TV-14,1,4,115,5,4
The Longest Night,the-longest-night-19b9b,netflix,2022,TV-MA,1,6,410,4,6
The Lord of the Rings: The Rings of Power,the-lord-of-the-rings-the-rings-of-power-f175b,amazon-prime,2022,TV-14,2,16,839,5,16
The Lost Flowers of Alice Hart,the-lost-flowers-of-alice-hart-66a77,amazon-prime,2023,TV-14,1,7,391,5,7
The Lost Pirate Kingdom,the-lost-pirate-kingdom-8eb54,netflix,2021,TV-MA,1,6,348,5,6
The Madison,the-madison-cfe21,paramount,2026,TV-MA,1,6,389,4,6
The Madness,the-madness-cc4f6,netflix,2024,TV-MA,1,8,665,5,8
The Magicians,the-magicians-fbe9a,amazon-prime,2015,TV-MA,3,39,3669,5,39
The Mallorca Files,the-mallorca-files-f0e76,amazon-prime,2019,TV-PG,1,10,704,5,10
The Man in the High Castle,the-man-in-the-high-castle-e0b3c,netflix,2015,TV-MA,4,40,1742,5,40
The Man with 1000 Kids,the-man-with-1000-kids-11fb9,netflix,2024,TV-MA,1,3,197,4,3
The Marked Heart,the-marked-heart-7db2b,netflix,2022,TV-MA,2,24,2158,5,24
The Marvelous Mrs. Maisel,the-marvelous-mrs-maisel-91aa6,amazon-prime,2017,TV-MA,5,43,4037,5,43
The Mess You Leave Behind,the-mess-you-leave-behind-0c1a0,netflix,2020,TV-MA,1,8,812,5,8
The Midnight Club,the-midnight-club-b6c6a,netflix,2022,TV-MA,1,10,750,5,10
The Mighty Nein,the-mighty-nein-b4e90,amazon-prime,2025,TV-MA,1,8,946,4,8
The Miniature Wife,the-miniature-wife-98b25,peacock,2026,TV-MA,1,10,1022,5,10
The Minions of Midas,the-minions-of-midas-86888,netflix,2020,TV-MA,1,6,215,5,6
The Mole,the-mole-70083,netflix,2022,TV-MA,2,20,1098,4,20
The Morning Show,the-morning-show-bf341,appletv,2019,TV-MA,4,40,4270,5,40
The Mosquito Coast,the-mosquito-coast-2850b,appletv,2021,TV-MA,2,17,929,5,17
The Movies That Made Us,the-movies-that-made-us-aa8d8,netflix,2019,TV-MA,1,4,338,5,4
The Narrow Road to the Deep North,the-narrow-road-to-the-deep-north-831e0,amazon-prime,2025,TV-MA,1,5,433,5,5
The New Look,the-new-look-283e8,appletv,2024,TV-MA,1,10,371,5,10
The Night Agent,the-night-agent-1dbaf,netflix,2023,TV-MA,3,30,1508,5,30
The Night Manager,the-night-manager-1697f,amazon-prime,2016,TV-MA,2,12,853,5,12
The North Water,the-north-water-8c220,amazon-channels-amc,2021,TV-MA,1,5,452,5,5
The Nurse,the-nurse-5bf45,netflix,2023,TV-MA,1,4,93,4,4
The OA,the-oa-c5997,netflix,2016,TV-MA,2,16,817,5,16
The Offer,the-offer-b2ce0,amazon-channels-paramount,2022,TV-MA,1,10,1045,5,10
The Office,the-office-48449,peacock,2005,TV-PG,9,204,5541,5,204
The Office: Superfan Episodes,the-office-d8c99,peacock,2005,TV-14,1,6,247,5,6
The One,the-one-93039,netflix,2021,TV-MA,1,8,433,5,8
The Order,the-order-1c548,netflix,2019,TV-MA,2,20,1334,5,20
The Other Bennet Sister,the-other-bennet-sister-22325,amazon-channels-britbox,2026,TV-G,1,5,275,5,5
The Outlaws,the-outlaws-9a3bc,amazon-prime,2021,TV-MA,3,17,1420,5,17
The Paper,the-paper-41f31,peacock,2025,TV-14,1,10,547,5,10
The Pentaverate,the-pentaverate-82107,netflix,2022,TV-MA,1,6,459,5,6
The Perfect Couple,the-perfect-couple-b1052,netflix,2024,TV-MA,1,6,643,5,6
The Perfect Mother,the-perfect-mother-38b3d,netflix,2022,TV-MA,1,4,250,5,4
The Pharmacist,the-pharmacist-d527e,netflix,2020,TV-MA,1,4,123,5,4
The Power,the-power-3b3b1,amazon-prime,2023,TV-MA,1,9,1171,5,9
The Problem with Jon Stewart,the-problem-with-jon-stewart-f9c75,appletv,2021,TV-MA,1,8,341,5,8
"The Program: Cons, Cults, and Kidnapping",the-program-cons-cults-and-kidnapping-294fd,netflix,2024,TV-MA,1,3,263,5,3
The Protector,the-protector-29e29,netflix,2018,TV-MA,4,32,1939,5,32
The Puppet Master: Hunting the Ultimate Conman,the-puppet-master-hunting-the-ultimate-conman-f6c13,netflix,2022,TV-MA,1,3,39,3,3
The Pursuit of Love,the-pursuit-of-love-f719f,amazon-prime,2021,TV-14,1,3,296,5,3
The Queen's Gambit,the-queens-gambit-5e739,netflix,2020,TV-MA,1,7,328,5,7
The Railway Men - The Untold Story of Bhopal 1984,the-railway-men-the-untold-story-of-bhopal-1984-c345d,netflix,2023,TV-MA,1,4,254,5,4
The Rain,the-rain-56ddc,netflix,2018,TV-MA,3,20,1127,5,20
The Ranch,the-ranch-cec99,netflix,2016,TV-MA,8,80,5143,5,80
The Recruit,the-recruit-d7e39,netflix,2022,TV-MA,2,14,1286,4,14
The Reluctant Traveller with Eugene Levy,the-reluctant-traveller-with-eugene-levy-9f61f,appletv,2023,TV-PG,2,15,360,5,15
The Residence,the-residence-a574f,netflix,2025,TV-MA,1,8,567,4,8
The Responder,the-responder-b4d76,amazon-channels-britbox,2022,TV-MA,1,6,634,5,6
The Rig,the-rig-64944,amazon-prime,2023,TV-MA,2,12,587,4,12
The Ripper,the-ripper-8cfd0,netflix,2020,TV-MA,1,4,149,4,4
The Romanoffs,the-romanoffs-2aaf8,amazon-prime,2018,TV-MA,1,8,639,5,8
The Runarounds,the-runarounds-88eee,amazon-prime,2025,TV-MA,1,8,1684,5,8
The Serpent,the-serpent-d0da2,netflix,2021,TV-MA,1,8,578,5,8
The Serpent Queen,the-serpent-queen-5e21a,amazon-channels-starz,2022,TV-MA,2,16,1244,5,16
The Shrink Next Door,the-shrink-next-door-2ca94,appletv,2021,TV-MA,1,8,258,4,8
The Signal,the-signal-c9259,netflix,2024,TV-MA,1,4,198,5,4
The Silent Sea,the-silent-sea-9aec6,netflix,2021,TV-MA,1,8,273,3,8
The Sinner,the-sinner-46324,netflix,2017,TV-14,4,32,1594,5,32
The Snow Girl,the-snow-girl-7be42,netflix,2023,TV-MA,2,12,493,5,12
The Society,the-society-e4f3d,netflix,2019,TV-MA,1,10,1166,5,10
The Sons of Sam: A Descent into Darkness,the-sons-of-sam-a-descent-into-darkness-325ad,netflix,2021,TV-MA,1,4,213,4,4
The Spanish Princess,the-spanish-princess-60980,amazon-channels-starz,2019,TV-MA,2,16,934,5,16
The Spy,the-spy-50ddc,netflix,2019,TV-MA,1,6,165,5,6
The Staircase,the-staircase-de835,netflix,2004,TV-MA,1,13,466,4,13
The Stand,the-stand-76041,amazon-channels-paramount,2020,TV-MA,1,9,1167,5,9
The Sticky,the-sticky-2d499,amazon-prime,2024,TV-MA,1,6,494,4,6
The Stranger,the-stranger-3b609,netflix,2020,TV-MA,1,8,471,5,8
The Studio,the-studio-aaa9e,appletv,2025,TV-MA,1,10,1681,5,10
The Summer I Turned Pretty,the-summer-i-turned-pretty-565a2,amazon-prime,2022,TV-14,3,26,2800,5,26
The Survivors,the-survivors-fc4ca,netflix,2025,TV-MA,1,6,424,5,6
The Tailor,the-tailor-5f63c,netflix,2023,TV-MA,3,23,990,5,23
The Tattooist of Auschwitz,the-tattooist-of-auschwitz-f4ca4,peacock,2024,TV-MA,1,6,286,4,6
The Terminal List,the-terminal-list-e75c1,amazon-prime,2022,TV-MA,1,8,654,4,8
The Terminal List: Dark Wolf,the-terminal-list-dark-wolf-6edc1,amazon-prime,2025,TV-MA,1,7,685,4,7
The Tick,the-tick-6fc85,amazon-prime,2016,TV-MA,2,22,785,5,22
The Tourist,the-tourist-ecefd,netflix,2022,TV-MA,2,12,1009,5,12
The Tower,the-tower-0dc69,amazon-channels-britbox,2021,TV-14,3,11,662,5,11
The Traitors,the-traitors-49794,peacock,2022,TV-MA,1,12,642,4,12
The Traitors,the-traitors-8a663,peacock,2023,TV-14,4,47,5952,5,47
The Trial,the-trial-0dac0,netflix,2019,TV-MA,1,8,339,5,8
The Trials of Gabriel Fernandez,the-trials-of-gabriel-fernandez-0b9bf,netflix,2020,TV-MA,1,6,239,5,6
The Trust,the-trust-5fac4,netflix,2024,TV-MA,1,8,1108,3,8
The Tudors,the-tudors-ba8c5,amazon-prime,2007,TV-MA,4,38,2881,5,38
The Twilight Zone,the-twilight-zone-48d4b,amazon,2019,TV-MA,2,20,1143,5,20
The Ultimatum: Marry or Move On,the-ultimatum-marry-or-move-on-b85eb,netflix,2022,TV-MA,3,30,3548,4,30
The Umbrella Academy,the-umbrella-academy-d40ca,netflix,2019,TV-MA,4,36,3713,5,36
The Undeclared War,the-undeclared-war-9a9a6,peacock,2022,TV-MA,1,6,120,4,6
The Underground Railroad,the-underground-railroad-b04fc,amazon-prime,2021,TV-MA,1,10,438,5,10
The Upshaws,the-upshaws-af5e0,netflix,2021,TV-14,2,18,1272,5,18
The Village,the-village-251f1,amazon-prime,2013,TV-14,1,6,266,5,6
The Walking Dead,the-walking-dead-b1880,netflix,2010,TV-MA,11,177,11523,5,177
The Walking Dead: Daryl Dixon,the-walking-dead-daryl-dixon-fbe6d,netflix,2023,TV-MA,3,19,1849,5,19
The Walking Dead: Dead City,the-walking-dead-dead-city-5fddb,netflix,2023,TV-MA,2,14,1019,5,14
The Walking Dead: The Ones Who Live,the-walking-dead-the-ones-who-live-87af8,amazon-channels-amc,2024,TV-MA,1,6,679,4,6
The Walking Dead: World Beyond,the-walking-dead-world-beyond-dd5ed,amazon-channels-amc,2020,TV-MA,2,20,1025,5,20
The Watcher,the-watcher-d593b,netflix,2022,TV-MA,1,7,466,5,7
The Waterfront,the-waterfront-3c383,netflix,2025,TV-MA,1,8,725,5,8
The Way Home,the-way-home-6bfae,netflix,2023,TV-14,2,20,615,5,20
The Wheel of Time,the-wheel-of-time-f5799,amazon-prime,2021,TV-MA,3,24,1674,5,24
The White Princess,the-white-princess-80135,amazon-channels-starz,2017,TV-MA,1,8,437,4,8
The White Queen,the-white-queen-163c3,amazon-channels-starz,2013,TV-MA,1,10,535,4,10
The Wingfeather Saga,the-wingfeather-saga-61606,vidangel,2022,NR,1,6,157,3,6
The Winter King,the-winter-king-c138c,amazon-prime,2023,TV-MA,1,10,553,4,10
The Witcher,the-witcher-d8ac4,netflix,2019,TV-MA,4,32,3357,5,32
The Witcher: Blood Origin,the-witcher-blood-origin-26555,netflix,2022,TV-MA,1,4,392,5,4
The Woman in the House Across the Street from the Girl in the Window,the-woman-in-the-house-across-the-street-from-the-girl-in-the-window-b5cc2,netflix,2022,TV-MA,1,8,334,4,8
The Woman in the Wall,the-woman-in-the-wall-d9143,amazon-channels-paramount,2023,TV-MA,1,6,309,5,6
The Woods,the-woods-9f150,netflix,2020,TV-MA,1,6,280,5,6
The Åre Murders,the-are-murders-0d6ac,netflix,2025,TV-MA,1,5,256,5,5
Them,them-fa940,amazon-prime,2021,TV-MA,2,18,1105,5,18
They Call Me Magic,they-call-me-magic-1ae72,appletv,2022,TV-MA,1,4,122,5,4
Thicker Than Water,thicker-than-water-17372,netflix,2023,TV-MA,1,8,501,5,8
This Is a Robbery: The World's Biggest Art Heist,this-is-a-robbery-the-worlds-biggest-art-heist-59b6c,netflix,2021,TV-MA,1,4,127,5,4
This Is Going to Hurt,this-is-going-to-hurt-ceb91,amazon-channels-amc,2022,TV-14,1,7,775,5,7
This Is the Zodiac Speaking,this-is-the-zodiac-speaking-8bf60,netflix,2024,TV-MA,1,3,90,5,3
Those About to Die,those-about-to-die-1d2ee,peacock,2024,TV-MA,1,10,878,5,10
Three Pines,three-pines-ef6e5,amazon-prime,2022,TV-MA,1,8,342,5,8
Tidelands,tidelands-5c8fc,netflix,2018,TV-MA,1,8,762,4,8
Tiger King,tiger-king-91c22,netflix,2020,TV-MA,2,13,1126,5,13
Tiger King: The Doc Antle Story,tiger-king-the-doc-antle-story-396c7,netflix,2021,TV-MA,1,3,117,4,3
Time,time-5541a,amazon-channels-britbox,2021,TV-14,1,3,256,5,3
Time Bandits,time-bandits-36e61,appletv,2024,TV-PG,1,10,396,5,10
Timeless,timeless-6e66f,amazon-prime,2016,TV-14,2,28,1506,5,28
Tin Star,tin-star-4311c,amazon-prime,2017,TV-MA,3,26,2213,5,26
Tiny Pretty Things,tiny-pretty-things-d1fdb,netflix,2020,TV-MA,1,10,1084,5,10
Tires,tires-86e96,netflix,2024,TV-MA,2,18,2002,5,18
Tom Clancy's Jack Ryan,tom-clancys-jack-ryan-e82e6,amazon-prime,2018,TV-MA,4,30,1579,5,30
Too Much,too-much-d482e,netflix,2025,TV-MA,1,10,1283,5,10
Too Old to Die Young,too-old-to-die-young-a21f3,amazon-prime,2019,TV-MA,1,10,745,5,10
Top Boy,top-boy-007cf,netflix,2019,TV-MA,1,10,1231,5,10
Tour de France: Unchained,tour-de-france-unchained-f521d,netflix,2023,TV-MA,3,24,937,4,24
Towards Zero,towards-zero-3161d,amazon-channels-britbox,2025,TV-MA,1,3,145,4,3
Toxic Town,toxic-town-9d533,netflix,2025,TV-MA,1,4,272,5,4
Traces,traces-238d7,amazon-channels-britbox,2019,TV-14,2,12,584,5,12
